date,time,sym,n_close,amount_delta,n_midprice,n_bid1,n_bsize1,n_bid2,n_bsize2,n_bid3,n_bsize3,n_bid4,n_bsize4,n_bid5,n_bsize5,n_ask1,n_asize1,n_ask2,n_asize2,n_ask3,n_asize3,n_ask4,n_asize4,n_ask5,n_asize5,label_5,label_10,label_20,label_40,label_60
34,09:40:42,9,-0.010136986301369832,2543135.0,-0.010205479452054855,-0.010273972602739767,7.330318948999044e-07,-0.010410958904109702,7.330318948999044e-07,-0.010547945205479414,8.862027386103322e-07,-0.010684931506849349,8.205580913058631e-08,-0.010821917808219284,2.7351936376862103e-08,-0.010136986301369832,2.4616742739175896e-07,-0.010000000000000009,1.6958200553654503e-07,-0.009863013698630074,1.6958200553654503e-07,-0.00972602739726014,9.846697095670358e-07,-0.009589041095890427,7.97259711900052e-06,1.0,1.0,2.0,1.0,0.0
34,09:40:45,9,-0.010273972602739767,12903297.0,-0.010342465753424568,-0.010410958904109702,1.0940774550744842e-08,-0.010547945205479414,2.1881549101489682e-07,-0.010684931506849349,2.2975626556564168e-07,-0.010821917808219284,3.0743576487593005e-06,-0.010958904109588996,3.867563803688302e-06,-0.010273972602739767,1.5371788243796503e-06,-0.010136986301369832,9.244954495379391e-07,-0.010000000000000009,7.27561507624532e-07,-0.009863013698630074,1.6958200553654503e-07,-0.00972602739726014,1.1487813278282083e-06,1.0,2.0,2.0,0.0,0.0
34,09:40:48,9,-0.010136986301369832,5686103.0,-0.010205479452054855,-0.010273972602739767,3.2822323652234526e-07,-0.010410958904109702,3.2986435270495697e-06,-0.010547945205479414,2.352266528410141e-07,-0.010684931506849349,3.4463439834846253e-07,-0.010821917808219284,3.0743576487593005e-06,-0.010136986301369832,5.470387275372421e-09,-0.010000000000000009,1.9146355463803474e-07,-0.009863013698630074,2.0240432918877958e-07,-0.00972602739726014,1.6958200553654504e-06,-0.009589041095890427,8.136708737261692e-06,1.0,2.0,2.0,0.0,0.0
34,09:40:51,9,-0.010410958904109702,7283234.0,-0.010342465753424568,-0.010410958904109702,3.495577468962977e-06,-0.010547945205479414,3.11812074696228e-07,-0.010684931506849349,3.5010478562383493e-07,-0.010821917808219284,3.0743576487593005e-06,-0.010958904109588996,4.398191369399426e-06,-0.010273972602739767,1.2581890733356569e-06,-0.010000000000000009,1.0940774550744842e-08,-0.009863013698630074,2.1334510373952441e-07,-0.00972602739726014,1.6958200553654504e-06,-0.009589041095890427,8.136708737261692e-06,2.0,2.0,2.0,0.0,0.0
34,09:40:54,9,-0.010410958904109702,11031621.0,-0.010479452054794502,-0.010547945205479414,3.5010478562383493e-07,-0.010684931506849349,4.0480865837755915e-07,-0.010821917808219284,3.0743576487593005e-06,-0.010958904109588996,4.343487496645702e-06,-0.01109589041095893,2.5710820194250377e-07,-0.010410958904109702,1.3675968188431052e-07,-0.010273972602739767,2.1772141355982236e-06,-0.010136986301369832,7.65854218552139e-08,-0.010000000000000009,5.251571784357523e-07,-0.009863013698630074,2.2428587829026925e-07,2.0,2.0,2.0,0.0,0.0
34,09:40:57,9,-0.010410958904109702,2535478.0,-0.010547945205479636,-0.010684931506849349,3.938678838268143e-07,-0.010821917808219284,3.2165877179189834e-06,-0.010958904109588996,4.403661756674799e-06,-0.01109589041095893,2.5710820194250377e-07,-0.011232876712328643,1.4770045643505536e-07,-0.010410958904109702,1.312892946089381e-06,-0.010273972602739767,2.23738839562732e-06,-0.010136986301369832,7.65854218552139e-08,-0.010000000000000009,6.017426002909662e-08,-0.009863013698630074,2.2428587829026925e-07,2.0,2.0,2.0,0.0,0.0
34,09:41:00,9,-0.010273972602739767,6263549.0,-0.010342465753424568,-0.010410958904109702,5.1257528770239585e-06,-0.010547945205479414,1.0940774550744841e-07,-0.010684931506849349,3.938678838268143e-07,-0.010821917808219284,3.227528492469728e-06,-0.010958904109588996,4.381780207573309e-06,-0.010273972602739767,3.2275284924697285e-07,-0.009863013698630074,1.9146355463803474e-07,-0.00972602739726014,1.7067608299161953e-06,-0.009589041095890427,8.10935680088483e-06,-0.009452054794520492,2.1881549101489683e-08,2.0,2.0,2.0,0.0,0.0
34,09:41:03,9,-0.00972602739726014,22961001.0,-0.01006849315068492,-0.010410958904109702,5.579795020879869e-07,-0.010547945205479414,6.23624149392456e-07,-0.010684931506849349,1.9693394191340714e-07,-0.010821917808219284,1.0393735823207599e-07,-0.01109589041095893,2.5710820194250377e-07,-0.00972602739726014,7.986765422043734e-07,-0.009589041095890427,8.114827188160203e-06,-0.009452054794520492,2.1881549101489683e-08,-0.00931506849315078,3.829271092760695e-07,-0.009178082191780845,2.1881549101489682e-07,2.0,2.0,2.0,0.0,0.0
34,09:41:06,9,-0.009589041095890427,5297966.0,-0.009794520547945273,-0.010000000000000009,3.747215283630108e-06,-0.010136986301369832,1.0940774550744841e-07,-0.010273972602739767,2.1881549101489682e-07,-0.010410958904109702,1.4934157261766708e-06,-0.010547945205479414,7.986765422043734e-07,-0.009589041095890427,7.589670009724451e-06,-0.009452054794520492,2.1881549101489683e-08,-0.00931506849315078,3.829271092760695e-07,-0.009178082191780845,2.1881549101489682e-07,-0.00904109589041091,1.859931673626623e-07,2.0,2.0,2.0,0.0,0.0
34,09:41:09,9,-0.010000000000000009,2428956.0,-0.009657534246575339,-0.00972602739726014,5.470387275372421e-09,-0.010000000000000009,9.44735882456817e-06,-0.010136986301369832,2.2428587829026925e-07,-0.010273972602739767,3.293173139774197e-06,-0.010410958904109702,2.07874716464152e-06,-0.009589041095890427,7.77019278981174e-06,-0.009452054794520492,2.1881549101489683e-08,-0.00931506849315078,3.829271092760695e-07,-0.009178082191780845,2.1881549101489682e-07,-0.00904109589041091,3.5010478562383493e-07,2.0,2.0,2.0,0.0,0.0
34,09:41:12,9,-0.010000000000000009,5429529.0,-0.009794520547945273,-0.010000000000000009,9.179309848074921e-06,-0.010136986301369832,7.93206154929001e-07,-0.010273972602739767,4.600595698588206e-06,-0.010410958904109702,2.1881549101489683e-06,-0.010547945205479414,1.6575273444378435e-06,-0.009589041095890427,4.252733771747273e-06,-0.009452054794520492,2.1881549101489683e-08,-0.00931506849315078,3.829271092760695e-07,-0.009178082191780845,2.1881549101489682e-07,-0.00904109589041091,3.5010478562383493e-07,2.0,2.0,2.0,0.0,0.0
34,09:41:15,9,-0.009178082191780845,28701796.0,-0.009109589041095822,-0.009178082191780845,6.564464730446904e-08,-0.00931506849315078,2.0787471646415198e-07,-0.009589041095890427,1.9693394191340714e-07,-0.010000000000000009,1.6279325492780787e-06,-0.010136986301369832,2.313973817482534e-06,-0.00904109589041091,2.5163781466713136e-07,-0.008904109589041198,4.042616196500219e-06,-0.008630136986301329,5.4703872753724205e-08,-0.008493150684931616,3.77456722000697e-07,-0.008356164383561682,1.805227800872899e-07,2.0,2.0,1.0,0.0,0.0
34,09:41:18,9,-0.00904109589041091,5185548.0,-0.008972602739725999,-0.00904109589041091,6.017426002909662e-07,-0.009178082191780845,2.7898975104399344e-07,-0.00931506849315078,1.641116182611726e-08,-0.009589041095890427,3.938678838268143e-06,-0.00972602739726014,5.853314384648491e-07,-0.008904109589041198,3.566692503542818e-06,-0.008630136986301329,5.4703872753724205e-08,-0.008493150684931616,3.77456722000697e-07,-0.008356164383561682,1.805227800872899e-07,-0.008219178082191747,6.564464730446904e-08,2.0,2.0,1.0,0.0,0.0
34,09:41:21,9,-0.00904109589041091,6395706.0,-0.008972602739725999,-0.00904109589041091,1.1816036514804429e-06,-0.009178082191780845,5.798610511894766e-07,-0.00931506849315078,1.641116182611726e-08,-0.009452054794520492,5.4703872753724205e-08,-0.009589041095890427,4.398191369399426e-06,-0.008904109589041198,3.11812074696228e-07,-0.008630136986301329,5.470387275372421e-09,-0.008493150684931616,3.77456722000697e-07,-0.008356164383561682,1.805227800872899e-07,-0.008219178082191747,6.564464730446904e-08,2.0,2.0,1.0,0.0,0.0
34,09:41:24,9,-0.008219178082191747,3234624.0,-0.008082191780821923,-0.008219178082191747,2.5163781466713136e-07,-0.008630136986301329,2.7351936376862103e-08,-0.008904109589041198,6.837984094215526e-07,-0.00904109589041091,1.340244882466243e-06,-0.009178082191780845,3.008713001454831e-07,-0.007945205479451989,2.1881549101489683e-08,-0.007808219178082054,4.3763098202979367e-08,-0.007534246575342407,2.6257858921787617e-07,-0.0073972602739726945,3.282232365223452e-08,-0.00726027397260276,5.306275657111248e-07,2.0,2.0,0.0,0.0,0.0
34,09:41:27,9,-0.008219178082191747,1512825.0,-0.008082191780821923,-0.008219178082191747,1.1378405532774636e-06,-0.008356164383561682,2.7351936376862103e-08,-0.008904109589041198,1.1542517151035809e-06,-0.00904109589041091,6.345649239432008e-07,-0.009178082191780845,2.899305255947383e-07,-0.007945205479451989,7.220911203491596e-07,-0.007808219178082054,4.3763098202979367e-08,-0.007534246575342407,2.899305255947383e-07,-0.0073972602739726945,3.282232365223452e-08,-0.00726027397260276,5.306275657111248e-07,2.0,1.0,0.0,0.0,0.0
34,09:41:30,9,-0.00726027397260276,4643301.0,-0.007191780821917848,-0.00726027397260276,1.7505239281191747e-07,-0.007808219178082054,1.641116182611726e-08,-0.007945205479451989,1.690349668090078e-06,-0.008082191780821923,8.205580913058631e-08,-0.008219178082191747,1.4660637897998088e-06,-0.007123287671232825,2.1881549101489683e-08,-0.006986301369863113,6.509760857693181e-07,-0.006849315068493178,8.615859958711562e-06,-0.006575342465753531,6.017426002909662e-08,-0.006301369863013662,2.1881549101489683e-08,2.0,0.0,0.0,0.0,0.0
34,09:41:33,9,-0.007123287671232825,3914203.0,-0.006986301369862891,-0.007123287671232825,2.6257858921787617e-07,-0.00726027397260276,6.126833748417112e-07,-0.007808219178082054,3.829271092760695e-07,-0.007945205479451989,1.9802801936848164e-06,-0.008082191780821923,2.7351936376862103e-08,-0.006849315068493178,8.003176583869852e-06,-0.006575342465753531,6.017426002909662e-08,-0.006301369863013662,2.1881549101489683e-08,-0.006164383561643838,2.2428587829026925e-07,-0.0060273972602739034,1.641116182611726e-08,1.0,0.0,0.0,0.0,0.0
34,09:41:36,9,-0.006986301369863113,2189335.0,-0.006986301369862891,-0.007123287671232825,1.2034852005819325e-07,-0.00726027397260276,7.002095712476699e-07,-0.007534246575342407,5.470387275372421e-09,-0.007808219178082054,3.829271092760695e-07,-0.007945205479451989,3.473695919861487e-06,-0.006849315068493178,9.201191397176412e-06,-0.006575342465753531,6.017426002909662e-08,-0.006301369863013662,2.1881549101489683e-08,-0.006164383561643838,2.2428587829026925e-07,-0.0060273972602739034,1.641116182611726e-08,2.0,0.0,0.0,0.0,0.0
34,09:41:39,9,-0.006849315068493178,6096778.0,-0.006917808219177979,-0.006986301369863113,1.0940774550744842e-08,-0.007123287671232825,8.314988658566079e-07,-0.007808219178082054,8.752619640595873e-08,-0.007945205479451989,4.573243762211344e-06,-0.008082191780821923,1.3675968188431052e-07,-0.006849315068493178,5.836903222822373e-06,-0.006575342465753531,6.017426002909662e-08,-0.006301369863013662,2.1881549101489683e-08,-0.006164383561643838,2.2428587829026925e-07,-0.0060273972602739034,1.641116182611726e-08,1.0,0.0,0.0,0.0,0.0
34,09:41:42,9,-0.006575342465753531,8837861.0,-0.006438356164383596,-0.006575342465753531,1.641116182611726e-08,-0.006849315068493178,1.531708437104278e-06,-0.007123287671232825,7.002095712476699e-07,-0.00726027397260276,2.1881549101489683e-08,-0.007808219178082054,8.752619640595873e-08,-0.006301369863013662,2.7898975104399344e-07,-0.006164383561643838,2.2428587829026925e-07,-0.0060273972602739034,1.641116182611726e-08,-0.005753424657534256,1.9693394191340714e-07,-0.005616438356164322,2.7351936376862103e-08,0.0,0.0,0.0,0.0,0.0
34,09:41:45,9,-0.006575342465753531,6367104.0,-0.006438356164383596,-0.006575342465753531,8.041469294797458e-07,-0.0067123287671232434,1.0940774550744842e-08,-0.006849315068493178,1.0831366805237392e-06,-0.006986301369863113,4.9233485478351786e-08,-0.007123287671232825,8.205580913058631e-08,-0.006301369863013662,3.3916401107309007e-07,-0.005479452054794609,2.1225102628444992e-06,-0.00520547945205474,5.4703872753724205e-08,-0.005068493150685027,2.7351936376862103e-08,-0.004931506849315093,1.0940774550744842e-08,0.0,0.0,0.0,0.0,0.0
34,09:41:48,9,-0.006849315068493178,1994323.0,-0.006575342465753309,-0.006849315068493178,2.4562038866422168e-06,-0.006986301369863113,8.205580913058631e-08,-0.007123287671232825,1.4223006915968295e-07,-0.00726027397260276,4.9233485478351786e-08,-0.0073972602739726945,5.470387275372421e-09,-0.006301369863013662,1.586412309858002e-07,-0.006164383561643838,2.7351936376862103e-08,-0.005616438356164322,1.0940774550744842e-08,-0.005479452054794609,2.1225102628444992e-06,-0.00520547945205474,5.4703872753724205e-08,0.0,0.0,0.0,0.0,0.0
34,09:41:51,9,-0.006575342465753531,4648942.0,-0.0063698630136986845,-0.006575342465753531,2.5710820194250377e-07,-0.0067123287671232434,1.0940774550744842e-08,-0.006849315068493178,4.343487496645702e-06,-0.006986301369863113,8.205580913058631e-08,-0.007123287671232825,1.6958200553654503e-07,-0.006164383561643838,9.901400968424082e-07,-0.005890410958904191,5.470387275372421e-09,-0.005616438356164322,1.641116182611726e-08,-0.005479452054794609,2.0951583264676372e-06,-0.00520547945205474,5.4703872753724205e-08,0.0,0.0,0.0,0.0,0.0
34,09:41:54,9,-0.006849315068493178,11621835.0,-0.006917808219177979,-0.006986301369863113,5.470387275372421e-09,-0.007123287671232825,1.859931673626623e-07,-0.00726027397260276,4.9233485478351786e-08,-0.0073972602739726945,5.470387275372421e-09,-0.007534246575342407,9.299658368133115e-08,-0.006849315068493178,2.4711380439039837e-05,-0.0067123287671232434,5.470387275372421e-09,-0.006575342465753531,9.299658368133116e-07,-0.006301369863013662,1.586412309858002e-07,-0.006164383561643838,3.1400022960637696e-06,0.0,0.0,0.0,0.0,0.0
34,09:41:57,9,-0.007534246575342407,5058644.0,-0.007671232876712342,-0.007808219178082054,5.470387275372421e-09,-0.007945205479451989,4.874115062356827e-06,-0.008082191780821923,2.7351936376862103e-08,-0.008219178082191747,9.956104841177805e-07,-0.008493150684931616,2.7351936376862103e-08,-0.007534246575342407,1.3675968188431052e-07,-0.007123287671232825,2.2428587829026925e-07,-0.006986301369863113,2.7351936376862104e-07,-0.006849315068493178,2.7375459042146205e-05,-0.0067123287671232434,2.1334510373952441e-07,1.0,0.0,0.0,0.0,0.0
34,09:42:00,9,-0.007534246575342407,6309088.0,-0.0077397260273972535,-0.007945205479451989,1.9146355463803473e-06,-0.008082191780821923,3.282232365223452e-08,-0.008219178082191747,6.892687966969251e-07,-0.008493150684931616,2.7351936376862103e-08,-0.008630136986301329,3.282232365223452e-08,-0.007534246575342407,3.4627551453107424e-06,-0.00726027397260276,4.485717565805385e-07,-0.007123287671232825,3.3369362379771766e-07,-0.006986301369863113,1.832579737249761e-06,-0.006849315068493178,2.4935666317330105e-05,0.0,0.0,0.0,0.0,0.0
34,09:42:03,9,-0.008082191780821923,5163303.0,-0.008150684931506835,-0.008219178082191747,6.017426002909662e-07,-0.008493150684931616,2.7351936376862103e-08,-0.008630136986301329,3.282232365223452e-08,-0.008767123287671263,4.1574943292830396e-07,-0.008904109589041198,1.8106981881482713e-06,-0.008082191780821923,5.306275657111248e-07,-0.007945205479451989,8.238403236710866e-06,-0.007808219178082054,7.111503457984148e-08,-0.007671232876712342,2.1881549101489683e-08,-0.007534246575342407,4.239550138413626e-06,0.0,0.0,0.0,0.0,0.0
34,09:42:06,9,-0.008219178082191747,3648915.0,-0.008493150684931616,-0.008767123287671263,3.610455601745798e-07,-0.008904109589041198,1.783346251771409e-06,-0.00904109589041091,9.463769986394288e-07,-0.009178082191780845,2.1881549101489683e-08,-0.00931506849315078,2.1881549101489683e-08,-0.008219178082191747,9.956104841177805e-07,-0.008082191780821923,2.7898975104399344e-07,-0.007945205479451989,6.920039903346112e-06,-0.007808219178082054,2.0240432918877958e-07,-0.007671232876712342,8.205580913058631e-08,0.0,0.0,0.0,0.0,0.0
34,09:42:09,9,-0.008082191780821923,15964784.0,-0.008013698630137123,-0.008082191780821923,3.829271092760695e-08,-0.008219178082191747,4.463836016703895e-06,-0.008767123287671263,1.9693394191340714e-07,-0.00904109589041091,4.9233485478351786e-08,-0.009178082191780845,2.1881549101489683e-08,-0.007945205479451989,6.471468146765574e-06,-0.007808219178082054,1.3621264315677328e-06,-0.007671232876712342,8.205580913058631e-08,-0.007534246575342407,3.418992047107763e-06,-0.0073972602739726945,5.4703872753724205e-08,0.0,0.0,0.0,0.0,0.0
34,09:42:12,9,-0.008082191780821923,5046538.0,-0.008013698630137123,-0.008082191780821923,2.4616742739175896e-07,-0.008219178082191747,1.509826888002788e-06,-0.008493150684931616,5.470387275372421e-09,-0.008767123287671263,1.9693394191340714e-07,-0.00904109589041091,4.9233485478351786e-08,-0.007945205479451989,3.2439396542958454e-06,-0.007808219178082054,1.7395831535684299e-06,-0.007671232876712342,8.205580913058631e-08,-0.007534246575342407,3.145472683339142e-06,-0.0073972602739726945,1.0393735823207599e-07,0.0,0.0,0.0,0.0,0.0
34,09:42:15,9,-0.008904109589041198,6563428.0,-0.009178082191780845,-0.009452054794520492,2.8446013831936587e-06,-0.009589041095890427,6.673872475954353e-07,-0.00972602739726014,5.908018257402214e-07,-0.009863013698630074,3.829271092760695e-08,-0.010000000000000009,1.1104886169006014e-06,-0.008904109589041198,2.3194442047579065e-06,-0.008767123287671263,1.4770045643505536e-07,-0.008630136986301329,2.1881549101489683e-08,-0.008493150684931616,7.111503457984148e-08,-0.008356164383561682,3.3369362379771766e-07,0.0,0.0,0.0,0.0,0.0
34,09:42:18,9,-0.008904109589041198,10108911.0,-0.009178082191780845,-0.009452054794520492,5.37739069169109e-06,-0.009589041095890427,6.783280221461801e-07,-0.00972602739726014,5.908018257402214e-07,-0.009863013698630074,4.3763098202979367e-08,-0.010000000000000009,1.0557847441468773e-06,-0.008904109589041198,4.277842849341233e-06,-0.008219178082191747,1.2953877068081893e-05,-0.008082191780821923,1.4770045643505535e-06,-0.007945205479451989,2.8938348686720105e-06,-0.007808219178082054,1.7614647026699195e-06,0.0,0.0,0.0,0.0,0.0
34,09:42:21,9,-0.008904109589041198,10729376.0,-0.00904109589041091,-0.009178082191780845,6.619168603200629e-07,-0.009452054794520492,2.0787471646415198e-07,-0.009589041095890427,5.798610511894766e-07,-0.00972602739726014,5.962722130155939e-07,-0.009863013698630074,4.3763098202979367e-08,-0.008904109589041198,1.340244882466243e-06,-0.008767123287671263,1.641116182611726e-08,-0.008219178082191747,1.3528267731995997e-05,-0.008082191780821923,1.6082938589594917e-06,-0.007945205479451989,2.406970401163865e-06,0.0,0.0,0.0,0.0,0.0
34,09:42:24,9,-0.00904109589041091,2192109.0,-0.009109589041095822,-0.009178082191780845,8.588508022334701e-07,-0.00931506849315078,3.282232365223452e-08,-0.009452054794520492,2.1881549101489682e-07,-0.009589041095890427,5.689202766387318e-07,-0.00972602739726014,6.072129875663387e-07,-0.00904109589041091,1.9693394191340714e-07,-0.008904109589041198,5.804080899170139e-06,-0.008767123287671263,3.5010478562383493e-07,-0.008356164383561682,6.017426002909662e-08,-0.008219178082191747,1.3697849737532541e-05,0.0,0.0,0.0,0.0,0.0
34,09:42:27,9,-0.00972602739726014,5235698.0,-0.009657534246575339,-0.00972602739726014,1.0393735823207599e-07,-0.009863013698630074,4.3763098202979367e-08,-0.010000000000000009,1.0557847441468773e-06,-0.010136986301369832,2.8008382849906795e-06,-0.010273972602739767,3.408051272557018e-06,-0.009589041095890427,9.272306431756253e-06,-0.009178082191780845,2.0787471646415198e-07,-0.00904109589041091,5.1968679116038e-07,-0.008904109589041198,5.73843625186567e-06,-0.008767123287671263,5.525091148126145e-07,0.0,0.0,0.0,0.0,0.0
34,09:42:30,9,-0.009589041095890427,2457999.0,-0.009794520547945273,-0.010000000000000009,8.807323513349597e-07,-0.010136986301369832,2.8008382849906795e-06,-0.010273972602739767,3.429932821658508e-06,-0.010410958904109702,1.0721959059729945e-06,-0.010547945205479414,1.4223006915968294e-06,-0.009589041095890427,1.0109275684888234e-05,-0.009452054794520492,3.282232365223452e-08,-0.009178082191780845,1.5590603734811399e-06,-0.00904109589041091,5.1968679116038e-07,-0.008904109589041198,4.562302987660599e-06,0.0,0.0,0.0,0.0,0.0
